Row_ID,Insurer,Category,Product_Name,Variant,PPT,PT,Base_Payout_Yr1,Renewal_Yr2,Renewal_Yr3,Renewal_Yr4,Renewal_Yr5,Renewal_Yr6_Plus,Row_Specific_Remarks,Sheet_Level_Notes_And_Conditions,All_Renewal_Years_Raw
248,TATA_AIA,Non-Par,Fortune Guarantee Pension,,6,-,0.33,0.04,,,,,,"Fresh | Note: Rates for new PPT / PT & Products will be conveyed separately | Fortune Guarantee Supreme V3 (**) - Differed income - ROP (credits will be applied with below conditions) 1. The above rates of Fortune Guarantee Supreme V3 is applicable for >= 4L annual premium 2. The above rates are applicable only for the cases login and issuance from 1st Apr'25 to 31st Mar'26. 3. The above rates will not be applicable for the cases which are login before 1st Apr'25, revised rates will be shared for the cases log in from 1st Apr'26 onwards 4. Any contest, topline booster, VLI, product booster will not be applicable for the above product",at 2nd year: 4%
249,TATA_AIA,Non-Par,Fortune Guarantee Pension,,7,-,0.36,0.04,,,,,,"Fresh | Note: Rates for new PPT / PT & Products will be conveyed separately | Fortune Guarantee Supreme V3 (**) - Differed income - ROP (credits will be applied with below conditions) 1. The above rates of Fortune Guarantee Supreme V3 is applicable for >= 4L annual premium 2. The above rates are applicable only for the cases login and issuance from 1st Apr'25 to 31st Mar'26. 3. The above rates will not be applicable for the cases which are login before 1st Apr'25, revised rates will be shared for the cases log in from 1st Apr'26 onwards 4. Any contest, topline booster, VLI, product booster will not be applicable for the above product",at 2nd year: 4%
250,TATA_AIA,Non-Par,Fortune Guarantee Pension,,8,-,0.36,0.04,,,,,,"Fresh | Note: Rates for new PPT / PT & Products will be conveyed separately | Fortune Guarantee Supreme V3 (**) - Differed income - ROP (credits will be applied with below conditions) 1. The above rates of Fortune Guarantee Supreme V3 is applicable for >= 4L annual premium 2. The above rates are applicable only for the cases login and issuance from 1st Apr'25 to 31st Mar'26. 3. The above rates will not be applicable for the cases which are login before 1st Apr'25, revised rates will be shared for the cases log in from 1st Apr'26 onwards 4. Any contest, topline booster, VLI, product booster will not be applicable for the above product",at 2nd year: 4%
251,TATA_AIA,Non-Par,Fortune Guarantee Pension,,9,-,0.36,0.04,,,,,,"Fresh | Note: Rates for new PPT / PT & Products will be conveyed separately | Fortune Guarantee Supreme V3 (**) - Differed income - ROP (credits will be applied with below conditions) 1. The above rates of Fortune Guarantee Supreme V3 is applicable for >= 4L annual premium 2. The above rates are applicable only for the cases login and issuance from 1st Apr'25 to 31st Mar'26. 3. The above rates will not be applicable for the cases which are login before 1st Apr'25, revised rates will be shared for the cases log in from 1st Apr'26 onwards 4. Any contest, topline booster, VLI, product booster will not be applicable for the above product",at 2nd year: 4%
252,TATA_AIA,Non-Par,Fortune Guarantee Pension,,10,-,0.395,0.045,,,,,,"Fresh | Note: Rates for new PPT / PT & Products will be conveyed separately | Fortune Guarantee Supreme V3 (**) - Differed income - ROP (credits will be applied with below conditions) 1. The above rates of Fortune Guarantee Supreme V3 is applicable for >= 4L annual premium 2. The above rates are applicable only for the cases login and issuance from 1st Apr'25 to 31st Mar'26. 3. The above rates will not be applicable for the cases which are login before 1st Apr'25, revised rates will be shared for the cases log in from 1st Apr'26 onwards 4. Any contest, topline booster, VLI, product booster will not be applicable for the above product",at 2nd year: 4.5%
253,TATA_AIA,Non-Par,Fortune Guarantee Pension,,11,-,0.395,0.045,,,,,,"Fresh | Note: Rates for new PPT / PT & Products will be conveyed separately | Fortune Guarantee Supreme V3 (**) - Differed income - ROP (credits will be applied with below conditions) 1. The above rates of Fortune Guarantee Supreme V3 is applicable for >= 4L annual premium 2. The above rates are applicable only for the cases login and issuance from 1st Apr'25 to 31st Mar'26. 3. The above rates will not be applicable for the cases which are login before 1st Apr'25, revised rates will be shared for the cases log in from 1st Apr'26 onwards 4. Any contest, topline booster, VLI, product booster will not be applicable for the above product",at 2nd year: 4.5%
254,TATA_AIA,Non-Par,Fortune Guarantee Pension,,12,-,0.395,0.045,,,,,,"Fresh | Note: Rates for new PPT / PT & Products will be conveyed separately | Fortune Guarantee Supreme V3 (**) - Differed income - ROP (credits will be applied with below conditions) 1. The above rates of Fortune Guarantee Supreme V3 is applicable for >= 4L annual premium 2. The above rates are applicable only for the cases login and issuance from 1st Apr'25 to 31st Mar'26. 3. The above rates will not be applicable for the cases which are login before 1st Apr'25, revised rates will be shared for the cases log in from 1st Apr'26 onwards 4. Any contest, topline booster, VLI, product booster will not be applicable for the above product",at 2nd year: 4.5%
255,TATA_AIA,Non-Par,Fortune Guarantee Pension Single Pay,,-,-,0.01,0.0,,,,,,"Fresh | Note: Rates for new PPT / PT & Products will be conveyed separately | Fortune Guarantee Supreme V3 (**) - Differed income - ROP (credits will be applied with below conditions) 1. The above rates of Fortune Guarantee Supreme V3 is applicable for >= 4L annual premium 2. The above rates are applicable only for the cases login and issuance from 1st Apr'25 to 31st Mar'26. 3. The above rates will not be applicable for the cases which are login before 1st Apr'25, revised rates will be shared for the cases log in from 1st Apr'26 onwards 4. Any contest, topline booster, VLI, product booster will not be applicable for the above product",at 2nd year: 0%
256,TATA_AIA,Non-Par,Shubh Flexi Pension,,2,-,0.12,0.015,,,,,,"Fresh | Note: Rates for new PPT / PT & Products will be conveyed separately | Fortune Guarantee Supreme V3 (**) - Differed income - ROP (credits will be applied with below conditions) 1. The above rates of Fortune Guarantee Supreme V3 is applicable for >= 4L annual premium 2. The above rates are applicable only for the cases login and issuance from 1st Apr'25 to 31st Mar'26. 3. The above rates will not be applicable for the cases which are login before 1st Apr'25, revised rates will be shared for the cases log in from 1st Apr'26 onwards 4. Any contest, topline booster, VLI, product booster will not be applicable for the above product",at 2nd year: 1.5%
257,TATA_AIA,Non-Par,Shubh Flexi Pension,,3,-,0.15,0.02,,,,,,"Fresh | Note: Rates for new PPT / PT & Products will be conveyed separately | Fortune Guarantee Supreme V3 (**) - Differed income - ROP (credits will be applied with below conditions) 1. The above rates of Fortune Guarantee Supreme V3 is applicable for >= 4L annual premium 2. The above rates are applicable only for the cases login and issuance from 1st Apr'25 to 31st Mar'26. 3. The above rates will not be applicable for the cases which are login before 1st Apr'25, revised rates will be shared for the cases log in from 1st Apr'26 onwards 4. Any contest, topline booster, VLI, product booster will not be applicable for the above product",at 2nd year: 2%
258,TATA_AIA,Non-Par,Shubh Flexi Pension,,4,-,0.215,0.025,,,,,,"Fresh | Note: Rates for new PPT / PT & Products will be conveyed separately | Fortune Guarantee Supreme V3 (**) - Differed income - ROP (credits will be applied with below conditions) 1. The above rates of Fortune Guarantee Supreme V3 is applicable for >= 4L annual premium 2. The above rates are applicable only for the cases login and issuance from 1st Apr'25 to 31st Mar'26. 3. The above rates will not be applicable for the cases which are login before 1st Apr'25, revised rates will be shared for the cases log in from 1st Apr'26 onwards 4. Any contest, topline booster, VLI, product booster will not be applicable for the above product",at 2nd year: 2.5%
259,TATA_AIA,Non-Par,Shubh Flexi Pension,,5,-,0.3,0.035,,,,,,"Fresh | Note: Rates for new PPT / PT & Products will be conveyed separately | Fortune Guarantee Supreme V3 (**) - Differed income - ROP (credits will be applied with below conditions) 1. The above rates of Fortune Guarantee Supreme V3 is applicable for >= 4L annual premium 2. The above rates are applicable only for the cases login and issuance from 1st Apr'25 to 31st Mar'26. 3. The above rates will not be applicable for the cases which are login before 1st Apr'25, revised rates will be shared for the cases log in from 1st Apr'26 onwards 4. Any contest, topline booster, VLI, product booster will not be applicable for the above product",at 2nd year: 3.5%
260,TATA_AIA,Non-Par,Shubh Flexi Pension,,6,-,0.33,0.04,,,,,,"Fresh | Note: Rates for new PPT / PT & Products will be conveyed separately | Fortune Guarantee Supreme V3 (**) - Differed income - ROP (credits will be applied with below conditions) 1. The above rates of Fortune Guarantee Supreme V3 is applicable for >= 4L annual premium 2. The above rates are applicable only for the cases login and issuance from 1st Apr'25 to 31st Mar'26. 3. The above rates will not be applicable for the cases which are login before 1st Apr'25, revised rates will be shared for the cases log in from 1st Apr'26 onwards 4. Any contest, topline booster, VLI, product booster will not be applicable for the above product",at 2nd year: 4%
261,TATA_AIA,Non-Par,Shubh Flexi Pension,,7,-,0.36,0.04,,,,,,"Fresh | Note: Rates for new PPT / PT & Products will be conveyed separately | Fortune Guarantee Supreme V3 (**) - Differed income - ROP (credits will be applied with below conditions) 1. The above rates of Fortune Guarantee Supreme V3 is applicable for >= 4L annual premium 2. The above rates are applicable only for the cases login and issuance from 1st Apr'25 to 31st Mar'26. 3. The above rates will not be applicable for the cases which are login before 1st Apr'25, revised rates will be shared for the cases log in from 1st Apr'26 onwards 4. Any contest, topline booster, VLI, product booster will not be applicable for the above product",at 2nd year: 4%
262,TATA_AIA,Non-Par,Shubh Flexi Pension,,8,-,0.36,0.04,,,,,,"Fresh | Note: Rates for new PPT / PT & Products will be conveyed separately | Fortune Guarantee Supreme V3 (**) - Differed income - ROP (credits will be applied with below conditions) 1. The above rates of Fortune Guarantee Supreme V3 is applicable for >= 4L annual premium 2. The above rates are applicable only for the cases login and issuance from 1st Apr'25 to 31st Mar'26. 3. The above rates will not be applicable for the cases which are login before 1st Apr'25, revised rates will be shared for the cases log in from 1st Apr'26 onwards 4. Any contest, topline booster, VLI, product booster will not be applicable for the above product",at 2nd year: 4%
263,TATA_AIA,Non-Par,Shubh Flexi Pension,,9,-,0.36,0.04,,,,,,"Fresh | Note: Rates for new PPT / PT & Products will be conveyed separately | Fortune Guarantee Supreme V3 (**) - Differed income - ROP (credits will be applied with below conditions) 1. The above rates of Fortune Guarantee Supreme V3 is applicable for >= 4L annual premium 2. The above rates are applicable only for the cases login and issuance from 1st Apr'25 to 31st Mar'26. 3. The above rates will not be applicable for the cases which are login before 1st Apr'25, revised rates will be shared for the cases log in from 1st Apr'26 onwards 4. Any contest, topline booster, VLI, product booster will not be applicable for the above product",at 2nd year: 4%
264,TATA_AIA,Non-Par,Shubh Flexi Pension,,10,-,0.395,0.045,,,,,,"Fresh | Note: Rates for new PPT / PT & Products will be conveyed separately | Fortune Guarantee Supreme V3 (**) - Differed income - ROP (credits will be applied with below conditions) 1. The above rates of Fortune Guarantee Supreme V3 is applicable for >= 4L annual premium 2. The above rates are applicable only for the cases login and issuance from 1st Apr'25 to 31st Mar'26. 3. The above rates will not be applicable for the cases which are login before 1st Apr'25, revised rates will be shared for the cases log in from 1st Apr'26 onwards 4. Any contest, topline booster, VLI, product booster will not be applicable for the above product",at 2nd year: 4.5%
265,TATA_AIA,Non-Par,Shubh Flexi Pension,,11,-,0.395,0.045,,,,,,"Fresh | Note: Rates for new PPT / PT & Products will be conveyed separately | Fortune Guarantee Supreme V3 (**) - Differed income - ROP (credits will be applied with below conditions) 1. The above rates of Fortune Guarantee Supreme V3 is applicable for >= 4L annual premium 2. The above rates are applicable only for the cases login and issuance from 1st Apr'25 to 31st Mar'26. 3. The above rates will not be applicable for the cases which are login before 1st Apr'25, revised rates will be shared for the cases log in from 1st Apr'26 onwards 4. Any contest, topline booster, VLI, product booster will not be applicable for the above product",at 2nd year: 4.5%
266,TATA_AIA,Non-Par,Shubh Flexi Pension,,12,-,0.395,0.045,,,,,,"Fresh | Note: Rates for new PPT / PT & Products will be conveyed separately | Fortune Guarantee Supreme V3 (**) - Differed income - ROP (credits will be applied with below conditions) 1. The above rates of Fortune Guarantee Supreme V3 is applicable for >= 4L annual premium 2. The above rates are applicable only for the cases login and issuance from 1st Apr'25 to 31st Mar'26. 3. The above rates will not be applicable for the cases which are login before 1st Apr'25, revised rates will be shared for the cases log in from 1st Apr'26 onwards 4. Any contest, topline booster, VLI, product booster will not be applicable for the above product",at 2nd year: 4.5%
267,TATA_AIA,Non-Par,Shubh Flexi Pension Single Pay,,-,-,0.01,0.0,,,,,,"Fresh | Note: Rates for new PPT / PT & Products will be conveyed separately | Fortune Guarantee Supreme V3 (**) - Differed income - ROP (credits will be applied with below conditions) 1. The above rates of Fortune Guarantee Supreme V3 is applicable for >= 4L annual premium 2. The above rates are applicable only for the cases login and issuance from 1st Apr'25 to 31st Mar'26. 3. The above rates will not be applicable for the cases which are login before 1st Apr'25, revised rates will be shared for the cases log in from 1st Apr'26 onwards 4. Any contest, topline booster, VLI, product booster will not be applicable for the above product",at 2nd year: 0%
268,TATA_AIA,Non-Par,SIP_7,,-,-,0.25,0.03,,,,,,"Fresh | Note: Rates for new PPT / PT & Products will be conveyed separately | Fortune Guarantee Supreme V3 (**) - Differed income - ROP (credits will be applied with below conditions) 1. The above rates of Fortune Guarantee Supreme V3 is applicable for >= 4L annual premium 2. The above rates are applicable only for the cases login and issuance from 1st Apr'25 to 31st Mar'26. 3. The above rates will not be applicable for the cases which are login before 1st Apr'25, revised rates will be shared for the cases log in from 1st Apr'26 onwards 4. Any contest, topline booster, VLI, product booster will not be applicable for the above product",at 2nd year: 3%
269,TATA_AIA,Non-Par,SIP_10,,-,-,0.305,0.035,,,,,,"Fresh | Note: Rates for new PPT / PT & Products will be conveyed separately | Fortune Guarantee Supreme V3 (**) - Differed income - ROP (credits will be applied with below conditions) 1. The above rates of Fortune Guarantee Supreme V3 is applicable for >= 4L annual premium 2. The above rates are applicable only for the cases login and issuance from 1st Apr'25 to 31st Mar'26. 3. The above rates will not be applicable for the cases which are login before 1st Apr'25, revised rates will be shared for the cases log in from 1st Apr'26 onwards 4. Any contest, topline booster, VLI, product booster will not be applicable for the above product",at 2nd year: 3.5%
270,TATA_AIA,Non-Par,SIP_12,,-,-,0.325,0.04,,,,,,"Fresh | Note: Rates for new PPT / PT & Products will be conveyed separately | Fortune Guarantee Supreme V3 (**) - Differed income - ROP (credits will be applied with below conditions) 1. The above rates of Fortune Guarantee Supreme V3 is applicable for >= 4L annual premium 2. The above rates are applicable only for the cases login and issuance from 1st Apr'25 to 31st Mar'26. 3. The above rates will not be applicable for the cases which are login before 1st Apr'25, revised rates will be shared for the cases log in from 1st Apr'26 onwards 4. Any contest, topline booster, VLI, product booster will not be applicable for the above product",at 2nd year: 4%
271,TATA_AIA,Non-Par,GIP,,5,-,0.18,0.02,,,,,,"Fresh | Note: Rates for new PPT / PT & Products will be conveyed separately | Fortune Guarantee Supreme V3 (**) - Differed income - ROP (credits will be applied with below conditions) 1. The above rates of Fortune Guarantee Supreme V3 is applicable for >= 4L annual premium 2. The above rates are applicable only for the cases login and issuance from 1st Apr'25 to 31st Mar'26. 3. The above rates will not be applicable for the cases which are login before 1st Apr'25, revised rates will be shared for the cases log in from 1st Apr'26 onwards 4. Any contest, topline booster, VLI, product booster will not be applicable for the above product",at 2nd year: 2%
272,TATA_AIA,Non-Par,GIP,,12,-,0.235,0.025,,,,,,"Fresh | Note: Rates for new PPT / PT & Products will be conveyed separately | Fortune Guarantee Supreme V3 (**) - Differed income - ROP (credits will be applied with below conditions) 1. The above rates of Fortune Guarantee Supreme V3 is applicable for >= 4L annual premium 2. The above rates are applicable only for the cases login and issuance from 1st Apr'25 to 31st Mar'26. 3. The above rates will not be applicable for the cases which are login before 1st Apr'25, revised rates will be shared for the cases log in from 1st Apr'26 onwards 4. Any contest, topline booster, VLI, product booster will not be applicable for the above product",at 2nd year: 2.5%
273,TATA_AIA,Non-Par,GMIP_,,5,-,0.235,0.025,,,,,,"Fresh | Note: Rates for new PPT / PT & Products will be conveyed separately | Fortune Guarantee Supreme V3 (**) - Differed income - ROP (credits will be applied with below conditions) 1. The above rates of Fortune Guarantee Supreme V3 is applicable for >= 4L annual premium 2. The above rates are applicable only for the cases login and issuance from 1st Apr'25 to 31st Mar'26. 3. The above rates will not be applicable for the cases which are login before 1st Apr'25, revised rates will be shared for the cases log in from 1st Apr'26 onwards 4. Any contest, topline booster, VLI, product booster will not be applicable for the above product",at 2nd year: 2.5%
274,TATA_AIA,Non-Par,GMIP_,,8,-,0.235,0.025,,,,,,"Fresh | Note: Rates for new PPT / PT & Products will be conveyed separately | Fortune Guarantee Supreme V3 (**) - Differed income - ROP (credits will be applied with below conditions) 1. The above rates of Fortune Guarantee Supreme V3 is applicable for >= 4L annual premium 2. The above rates are applicable only for the cases login and issuance from 1st Apr'25 to 31st Mar'26. 3. The above rates will not be applicable for the cases which are login before 1st Apr'25, revised rates will be shared for the cases log in from 1st Apr'26 onwards 4. Any contest, topline booster, VLI, product booster will not be applicable for the above product",at 2nd year: 2.5%
275,TATA_AIA,Non-Par,GMIP_,,12,-,0.32,0.04,,,,,,"Fresh | Note: Rates for new PPT / PT & Products will be conveyed separately | Fortune Guarantee Supreme V3 (**) - Differed income - ROP (credits will be applied with below conditions) 1. The above rates of Fortune Guarantee Supreme V3 is applicable for >= 4L annual premium 2. The above rates are applicable only for the cases login and issuance from 1st Apr'25 to 31st Mar'26. 3. The above rates will not be applicable for the cases which are login before 1st Apr'25, revised rates will be shared for the cases log in from 1st Apr'26 onwards 4. Any contest, topline booster, VLI, product booster will not be applicable for the above product",at 2nd year: 4%
276,TATA_AIA,Non-Par,Fortune Guarantee 10 PT,,5,-,0.16,0.02,,,,,,"Fresh | Note: Rates for new PPT / PT & Products will be conveyed separately | Fortune Guarantee Supreme V3 (**) - Differed income - ROP (credits will be applied with below conditions) 1. The above rates of Fortune Guarantee Supreme V3 is applicable for >= 4L annual premium 2. The above rates are applicable only for the cases login and issuance from 1st Apr'25 to 31st Mar'26. 3. The above rates will not be applicable for the cases which are login before 1st Apr'25, revised rates will be shared for the cases log in from 1st Apr'26 onwards 4. Any contest, topline booster, VLI, product booster will not be applicable for the above product",at 2nd year: 2%
277,TATA_AIA,Non-Par,Fortune Guarantee 12 PT,,5,-,0.16,0.02,,,,,,"Fresh | Note: Rates for new PPT / PT & Products will be conveyed separately | Fortune Guarantee Supreme V3 (**) - Differed income - ROP (credits will be applied with below conditions) 1. The above rates of Fortune Guarantee Supreme V3 is applicable for >= 4L annual premium 2. The above rates are applicable only for the cases login and issuance from 1st Apr'25 to 31st Mar'26. 3. The above rates will not be applicable for the cases which are login before 1st Apr'25, revised rates will be shared for the cases log in from 1st Apr'26 onwards 4. Any contest, topline booster, VLI, product booster will not be applicable for the above product",at 2nd year: 2%
278,TATA_AIA,Non-Par,Fortune Guarantee 15 PT,,5,-,0.16,0.02,,,,,,"Fresh | Note: Rates for new PPT / PT & Products will be conveyed separately | Fortune Guarantee Supreme V3 (**) - Differed income - ROP (credits will be applied with below conditions) 1. The above rates of Fortune Guarantee Supreme V3 is applicable for >= 4L annual premium 2. The above rates are applicable only for the cases login and issuance from 1st Apr'25 to 31st Mar'26. 3. The above rates will not be applicable for the cases which are login before 1st Apr'25, revised rates will be shared for the cases log in from 1st Apr'26 onwards 4. Any contest, topline booster, VLI, product booster will not be applicable for the above product",at 2nd year: 2%
279,TATA_AIA,Non-Par,Fortune Guarantee 12 PT,,7,-,0.21,0.025,,,,,,"Fresh | Note: Rates for new PPT / PT & Products will be conveyed separately | Fortune Guarantee Supreme V3 (**) - Differed income - ROP (credits will be applied with below conditions) 1. The above rates of Fortune Guarantee Supreme V3 is applicable for >= 4L annual premium 2. The above rates are applicable only for the cases login and issuance from 1st Apr'25 to 31st Mar'26. 3. The above rates will not be applicable for the cases which are login before 1st Apr'25, revised rates will be shared for the cases log in from 1st Apr'26 onwards 4. Any contest, topline booster, VLI, product booster will not be applicable for the above product",at 2nd year: 2.5%
280,TATA_AIA,Non-Par,Fortune Guarantee 15 PT,,7,-,0.21,0.025,,,,,,"Fresh | Note: Rates for new PPT / PT & Products will be conveyed separately | Fortune Guarantee Supreme V3 (**) - Differed income - ROP (credits will be applied with below conditions) 1. The above rates of Fortune Guarantee Supreme V3 is applicable for >= 4L annual premium 2. The above rates are applicable only for the cases login and issuance from 1st Apr'25 to 31st Mar'26. 3. The above rates will not be applicable for the cases which are login before 1st Apr'25, revised rates will be shared for the cases log in from 1st Apr'26 onwards 4. Any contest, topline booster, VLI, product booster will not be applicable for the above product",at 2nd year: 2.5%
281,TATA_AIA,Non-Par,Fortune Guarantee,,10,-,0.21,0.025,,,,,,"Fresh | Note: Rates for new PPT / PT & Products will be conveyed separately | Fortune Guarantee Supreme V3 (**) - Differed income - ROP (credits will be applied with below conditions) 1. The above rates of Fortune Guarantee Supreme V3 is applicable for >= 4L annual premium 2. The above rates are applicable only for the cases login and issuance from 1st Apr'25 to 31st Mar'26. 3. The above rates will not be applicable for the cases which are login before 1st Apr'25, revised rates will be shared for the cases log in from 1st Apr'26 onwards 4. Any contest, topline booster, VLI, product booster will not be applicable for the above product",at 2nd year: 2.5%
282,TATA_AIA,Non-Par,Fortune Guarantee,,12,-,0.21,0.025,,,,,,"Fresh | Note: Rates for new PPT / PT & Products will be conveyed separately | Fortune Guarantee Supreme V3 (**) - Differed income - ROP (credits will be applied with below conditions) 1. The above rates of Fortune Guarantee Supreme V3 is applicable for >= 4L annual premium 2. The above rates are applicable only for the cases login and issuance from 1st Apr'25 to 31st Mar'26. 3. The above rates will not be applicable for the cases which are login before 1st Apr'25, revised rates will be shared for the cases log in from 1st Apr'26 onwards 4. Any contest, topline booster, VLI, product booster will not be applicable for the above product",at 2nd year: 2.5%
283,TATA_AIA,Non-Par,FG supreme - Power of,,6 - 6,-,0.33,0.04,,,,,,"Fresh | Note: Rates for new PPT / PT & Products will be conveyed separately | Fortune Guarantee Supreme V3 (**) - Differed income - ROP (credits will be applied with below conditions) 1. The above rates of Fortune Guarantee Supreme V3 is applicable for >= 4L annual premium 2. The above rates are applicable only for the cases login and issuance from 1st Apr'25 to 31st Mar'26. 3. The above rates will not be applicable for the cases which are login before 1st Apr'25, revised rates will be shared for the cases log in from 1st Apr'26 onwards 4. Any contest, topline booster, VLI, product booster will not be applicable for the above product",at 2nd year: 4%
284,TATA_AIA,Non-Par,FG supreme - Power of,,6 - 7,-,0.345,0.04,,,,,,"Fresh | Note: Rates for new PPT / PT & Products will be conveyed separately | Fortune Guarantee Supreme V3 (**) - Differed income - ROP (credits will be applied with below conditions) 1. The above rates of Fortune Guarantee Supreme V3 is applicable for >= 4L annual premium 2. The above rates are applicable only for the cases login and issuance from 1st Apr'25 to 31st Mar'26. 3. The above rates will not be applicable for the cases which are login before 1st Apr'25, revised rates will be shared for the cases log in from 1st Apr'26 onwards 4. Any contest, topline booster, VLI, product booster will not be applicable for the above product",at 2nd year: 4%
285,TATA_AIA,Non-Par,FG supreme - Power of,,6 - 10,-,0.36,0.04,,,,,,"Fresh | Note: Rates for new PPT / PT & Products will be conveyed separately | Fortune Guarantee Supreme V3 (**) - Differed income - ROP (credits will be applied with below conditions) 1. The above rates of Fortune Guarantee Supreme V3 is applicable for >= 4L annual premium 2. The above rates are applicable only for the cases login and issuance from 1st Apr'25 to 31st Mar'26. 3. The above rates will not be applicable for the cases which are login before 1st Apr'25, revised rates will be shared for the cases log in from 1st Apr'26 onwards 4. Any contest, topline booster, VLI, product booster will not be applicable for the above product",at 2nd year: 4%
286,TATA_AIA,Non-Par,FG supreme - Power of,,6 - 12,-,0.395,0.045,,,,,,"Fresh | Note: Rates for new PPT / PT & Products will be conveyed separately | Fortune Guarantee Supreme V3 (**) - Differed income - ROP (credits will be applied with below conditions) 1. The above rates of Fortune Guarantee Supreme V3 is applicable for >= 4L annual premium 2. The above rates are applicable only for the cases login and issuance from 1st Apr'25 to 31st Mar'26. 3. The above rates will not be applicable for the cases which are login before 1st Apr'25, revised rates will be shared for the cases log in from 1st Apr'26 onwards 4. Any contest, topline booster, VLI, product booster will not be applicable for the above product",at 2nd year: 4.5%
287,TATA_AIA,Non-Par,FG supreme premium offset variant,,12,-,0.36,0.04,,,,,,"Fresh | Note: Rates for new PPT / PT & Products will be conveyed separately | Fortune Guarantee Supreme V3 (**) - Differed income - ROP (credits will be applied with below conditions) 1. The above rates of Fortune Guarantee Supreme V3 is applicable for >= 4L annual premium 2. The above rates are applicable only for the cases login and issuance from 1st Apr'25 to 31st Mar'26. 3. The above rates will not be applicable for the cases which are login before 1st Apr'25, revised rates will be shared for the cases log in from 1st Apr'26 onwards 4. Any contest, topline booster, VLI, product booster will not be applicable for the above product",at 2nd year: 4%
288,TATA_AIA,Non-Par,Fortune Guarantee Supreme - Immediate Income - ROP - Offline,,5,-,0.185,0.02,,,,,,"Fresh | Note: Rates for new PPT / PT & Products will be conveyed separately | Fortune Guarantee Supreme V3 (**) - Differed income - ROP (credits will be applied with below conditions) 1. The above rates of Fortune Guarantee Supreme V3 is applicable for >= 4L annual premium 2. The above rates are applicable only for the cases login and issuance from 1st Apr'25 to 31st Mar'26. 3. The above rates will not be applicable for the cases which are login before 1st Apr'25, revised rates will be shared for the cases log in from 1st Apr'26 onwards 4. Any contest, topline booster, VLI, product booster will not be applicable for the above product",at 2nd year: 2%
289,TATA_AIA,Non-Par,Fortune Guarantee Supreme - Immediate Income - ROP - Offline,,6,-,0.2,0.02,,,,,,"Fresh | Note: Rates for new PPT / PT & Products will be conveyed separately | Fortune Guarantee Supreme V3 (**) - Differed income - ROP (credits will be applied with below conditions) 1. The above rates of Fortune Guarantee Supreme V3 is applicable for >= 4L annual premium 2. The above rates are applicable only for the cases login and issuance from 1st Apr'25 to 31st Mar'26. 3. The above rates will not be applicable for the cases which are login before 1st Apr'25, revised rates will be shared for the cases log in from 1st Apr'26 onwards 4. Any contest, topline booster, VLI, product booster will not be applicable for the above product",at 2nd year: 2%
290,TATA_AIA,Non-Par,Fortune Guarantee Supreme - Immediate Income - ROP - Offline,,7,-,0.2,0.02,,,,,,"Fresh | Note: Rates for new PPT / PT & Products will be conveyed separately | Fortune Guarantee Supreme V3 (**) - Differed income - ROP (credits will be applied with below conditions) 1. The above rates of Fortune Guarantee Supreme V3 is applicable for >= 4L annual premium 2. The above rates are applicable only for the cases login and issuance from 1st Apr'25 to 31st Mar'26. 3. The above rates will not be applicable for the cases which are login before 1st Apr'25, revised rates will be shared for the cases log in from 1st Apr'26 onwards 4. Any contest, topline booster, VLI, product booster will not be applicable for the above product",at 2nd year: 2%
291,TATA_AIA,Non-Par,Fortune Guarantee Supreme - Immediate Income - ROP - Offline,,8,-,0.22,0.025,,,,,,"Fresh | Note: Rates for new PPT / PT & Products will be conveyed separately | Fortune Guarantee Supreme V3 (**) - Differed income - ROP (credits will be applied with below conditions) 1. The above rates of Fortune Guarantee Supreme V3 is applicable for >= 4L annual premium 2. The above rates are applicable only for the cases login and issuance from 1st Apr'25 to 31st Mar'26. 3. The above rates will not be applicable for the cases which are login before 1st Apr'25, revised rates will be shared for the cases log in from 1st Apr'26 onwards 4. Any contest, topline booster, VLI, product booster will not be applicable for the above product",at 2nd year: 2.5%
292,TATA_AIA,Non-Par,Fortune Guarantee Supreme - Immediate Income - ROP - Offline,,9,-,0.22,0.025,,,,,,"Fresh | Note: Rates for new PPT / PT & Products will be conveyed separately | Fortune Guarantee Supreme V3 (**) - Differed income - ROP (credits will be applied with below conditions) 1. The above rates of Fortune Guarantee Supreme V3 is applicable for >= 4L annual premium 2. The above rates are applicable only for the cases login and issuance from 1st Apr'25 to 31st Mar'26. 3. The above rates will not be applicable for the cases which are login before 1st Apr'25, revised rates will be shared for the cases log in from 1st Apr'26 onwards 4. Any contest, topline booster, VLI, product booster will not be applicable for the above product",at 2nd year: 2.5%
293,TATA_AIA,Non-Par,Fortune Guarantee Supreme - Immediate Income - ROP - Offline,,10,-,0.235,0.025,,,,,,"Fresh | Note: Rates for new PPT / PT & Products will be conveyed separately | Fortune Guarantee Supreme V3 (**) - Differed income - ROP (credits will be applied with below conditions) 1. The above rates of Fortune Guarantee Supreme V3 is applicable for >= 4L annual premium 2. The above rates are applicable only for the cases login and issuance from 1st Apr'25 to 31st Mar'26. 3. The above rates will not be applicable for the cases which are login before 1st Apr'25, revised rates will be shared for the cases log in from 1st Apr'26 onwards 4. Any contest, topline booster, VLI, product booster will not be applicable for the above product",at 2nd year: 2.5%
