Row_ID,Insurer,Category,Product_Name,Variant,PPT,PT,Base_Payout_Yr1,Renewal_Yr2,Renewal_Yr3,Renewal_Yr4,Renewal_Yr5,Renewal_Yr6_Plus,Row_Specific_Remarks,Sheet_Level_Notes_And_Conditions,All_Renewal_Years_Raw
1139,Generali(FGI),Par,Life Time Partner Plan,,12,-,0.525,0.025,0.025,0.015,0.015,0.0,,Final BG | Renewal | There will be a commission claw back of 10% if 13M Persistency is lower than 80% | There will be a commission claw back of 20% if 13M Persistency is lower than 70% | Any surrender pay-out from a discontinued policy after the first-year premium will be recovered from the commission pay-out.,year 2 & 3: 2.5%; year 4 & 5 onwards: 1.5%; year 6 onwards: 0%
1140,Generali(FGI),ULIP,Big Dream Plan - Wealth Creation,,Regular & Limited Pay,-,0.05,0.0,0.0,0.0,0.0,0.0,,Final BG | Renewal | There will be a commission claw back of 10% if 13M Persistency is lower than 80% | There will be a commission claw back of 20% if 13M Persistency is lower than 70% | Any surrender pay-out from a discontinued policy after the first-year premium will be recovered from the commission pay-out.,year 2 to 10 years: 0%
1141,Generali(FGI),ULIP,Big Dream Plan - Retire Smart,,Limited Pay - 10 to 30 Years,-,0.05,0.0,0.0,0.0,0.0,0.0,,Final BG | Renewal | There will be a commission claw back of 10% if 13M Persistency is lower than 80% | There will be a commission claw back of 20% if 13M Persistency is lower than 70% | Any surrender pay-out from a discontinued policy after the first-year premium will be recovered from the commission pay-out.,year 2 to 10 years: 0%
1142,Generali(FGI),ULIP,Big Dream Plan - Dream Protect,,Regular Pay: Equal To Policy Term,-,0.05,0.0,0.0,0.0,0.0,0.0,,Final BG | Renewal | There will be a commission claw back of 10% if 13M Persistency is lower than 80% | There will be a commission claw back of 20% if 13M Persistency is lower than 70% | Any surrender pay-out from a discontinued policy after the first-year premium will be recovered from the commission pay-out.,year 2 to 10 years: 0%
1143,Generali(FGI),ULIP,Big Dream Plan ( SP),,SP,-,0.025,0.0,0.0,0.0,0.0,0.0,,Final BG | Renewal | There will be a commission claw back of 10% if 13M Persistency is lower than 80% | There will be a commission claw back of 20% if 13M Persistency is lower than 70% | Any surrender pay-out from a discontinued policy after the first-year premium will be recovered from the commission pay-out.,year 2 to 10 years: 0%
1144,Generali(FGI),ULIP,Dhan Vridhi,,5,-,0.025,0.01,0.01,0.01,0.01,0.0,,Final BG | Renewal | There will be a commission claw back of 10% if 13M Persistency is lower than 80% | There will be a commission claw back of 20% if 13M Persistency is lower than 70% | Any surrender pay-out from a discontinued policy after the first-year premium will be recovered from the commission pay-out.,year 2 to 5: 1%; year 6 onwards: 0%
1145,Generali(FGI),ULIP,Dhan Vridhi,,7,-,0.035,0.01,0.01,0.01,0.01,0.0,,Final BG | Renewal | There will be a commission claw back of 10% if 13M Persistency is lower than 80% | There will be a commission claw back of 20% if 13M Persistency is lower than 70% | Any surrender pay-out from a discontinued policy after the first-year premium will be recovered from the commission pay-out.,year 2 to 5: 1%; year 6 onwards: 0%
1146,Generali(FGI),ULIP,Dhan Vridhi,,10,-,0.06,0.01,0.01,0.01,0.01,0.0,,Final BG | Renewal | There will be a commission claw back of 10% if 13M Persistency is lower than 80% | There will be a commission claw back of 20% if 13M Persistency is lower than 70% | Any surrender pay-out from a discontinued policy after the first-year premium will be recovered from the commission pay-out.,year 2 to 5: 1%; year 6 onwards: 0%
1147,Generali(FGI),ULIP,Dhan Vridhi,,12,-,0.06,0.01,0.01,0.01,0.01,0.0,,Final BG | Renewal | There will be a commission claw back of 10% if 13M Persistency is lower than 80% | There will be a commission claw back of 20% if 13M Persistency is lower than 70% | Any surrender pay-out from a discontinued policy after the first-year premium will be recovered from the commission pay-out.,year 2 to 5: 1%; year 6 onwards: 0%
1148,Generali(FGI),ULIP,Dhan Vridhi,,15,-,0.06,0.01,0.01,0.01,0.01,0.0,,Final BG | Renewal | There will be a commission claw back of 10% if 13M Persistency is lower than 80% | There will be a commission claw back of 20% if 13M Persistency is lower than 70% | Any surrender pay-out from a discontinued policy after the first-year premium will be recovered from the commission pay-out.,year 2 to 5: 1%; year 6 onwards: 0%
1149,Generali(FGI),ULIP,Dhan Vridhi,,17,-,0.06,0.01,0.01,0.01,0.01,0.0,,Final BG | Renewal | There will be a commission claw back of 10% if 13M Persistency is lower than 80% | There will be a commission claw back of 20% if 13M Persistency is lower than 70% | Any surrender pay-out from a discontinued policy after the first-year premium will be recovered from the commission pay-out.,year 2 to 5: 1%; year 6 onwards: 0%
1150,Generali(FGI),ULIP,Dhan Vridhi,,-,-,,0.0,0.0,0.0,0.0,0.0,,Final BG | Renewal | There will be a commission claw back of 10% if 13M Persistency is lower than 80% | There will be a commission claw back of 20% if 13M Persistency is lower than 70% | Any surrender pay-out from a discontinued policy after the first-year premium will be recovered from the commission pay-out.,year 2 to 5: 0%; year 6 onwards: 0%
1151,Generali(FGI),ULIP,Bima Advantage Plus Plan,,Same as Policy Term,-,0.06,0.01,0.01,0.01,0.01,0.0,,Final BG | Renewal | There will be a commission claw back of 10% if 13M Persistency is lower than 80% | There will be a commission claw back of 20% if 13M Persistency is lower than 70% | Any surrender pay-out from a discontinued policy after the first-year premium will be recovered from the commission pay-out.,year 2 to 5: 1%; year 6 onwards: 0%
1152,Generali(FGI),Term,Care Plus Limited Pay,,5 TO 9,-,0.41,0.025,0.025,0.025,0.025,0.025,,Final BG | Renewal | There will be a commission claw back of 10% if 13M Persistency is lower than 80% | There will be a commission claw back of 20% if 13M Persistency is lower than 70% | Any surrender pay-out from a discontinued policy after the first-year premium will be recovered from the commission pay-out.,year 2 & 3: 2.5%; year 4 onwards: 2.5%
1153,Generali(FGI),Term,Care Plus Limited Pay,,10 TO 15,-,0.41,0.05,0.05,0.025,0.025,0.025,,Final BG | Renewal | There will be a commission claw back of 10% if 13M Persistency is lower than 80% | There will be a commission claw back of 20% if 13M Persistency is lower than 70% | Any surrender pay-out from a discontinued policy after the first-year premium will be recovered from the commission pay-out.,year 2 & 3: 5%; year 4 onwards: 2.5%
1154,Generali(FGI),Term,Care Plus Limited Pay,,15 & ABOVE,-,0.41,0.05,0.05,0.025,0.025,0.025,,Final BG | Renewal | There will be a commission claw back of 10% if 13M Persistency is lower than 80% | There will be a commission claw back of 20% if 13M Persistency is lower than 70% | Any surrender pay-out from a discontinued policy after the first-year premium will be recovered from the commission pay-out.,year 2 & 3: 5%; year 4 onwards: 2.5%
1155,Generali(FGI),Term,Care Plus Regular Pay,,Upto 20,-,0.45,0.025,0.025,0.025,0.025,0.025,,Final BG | Renewal | There will be a commission claw back of 10% if 13M Persistency is lower than 80% | There will be a commission claw back of 20% if 13M Persistency is lower than 70% | Any surrender pay-out from a discontinued policy after the first-year premium will be recovered from the commission pay-out.,year 2 & 3: 2.5%; year 4 onwards: 2.5%
1156,Generali(FGI),Term,Care Plus Regular Pay,,21 TO 40,-,0.45,0.05,0.05,0.025,0.025,0.025,,Final BG | Renewal | There will be a commission claw back of 10% if 13M Persistency is lower than 80% | There will be a commission claw back of 20% if 13M Persistency is lower than 70% | Any surrender pay-out from a discontinued policy after the first-year premium will be recovered from the commission pay-out.,year 2 & 3: 5%; year 4 onwards: 2.5%
1157,Generali(FGI),Term,Care Plus Regular Pay,,40 & ABOVE,-,0.45,0.05,0.05,0.025,0.025,0.025,,Final BG | Renewal | There will be a commission claw back of 10% if 13M Persistency is lower than 80% | There will be a commission claw back of 20% if 13M Persistency is lower than 70% | Any surrender pay-out from a discontinued policy after the first-year premium will be recovered from the commission pay-out.,year 2 & 3: 5%; year 4 onwards: 2.5%
1158,Generali(FGI),TULIP,Sampoorna Samadhaan Plan,,5,-,0.19,0.01,0.01,0.01,0.01,0.0,,Final BG | Renewal | There will be a commission claw back of 10% if 13M Persistency is lower than 80% | There will be a commission claw back of 20% if 13M Persistency is lower than 70% | Any surrender pay-out from a discontinued policy after the first-year premium will be recovered from the commission pay-out.,year 2 onwards: 1%; -: 0%; -: 0%
1159,Generali(FGI),TULIP,Sampoorna Samadhaan Plan,,8,-,0.225,0.01,0.01,0.01,0.01,0.0,,Final BG | Renewal | There will be a commission claw back of 10% if 13M Persistency is lower than 80% | There will be a commission claw back of 20% if 13M Persistency is lower than 70% | Any surrender pay-out from a discontinued policy after the first-year premium will be recovered from the commission pay-out.,year 2 onwards: 1%; -: 0%; -: 0%
1160,Generali(FGI),TULIP,Sampoorna Samadhaan Plan,,10 & ABOVE,-,0.26,0.01,0.01,0.01,0.01,0.0,,Final BG | Renewal | There will be a commission claw back of 10% if 13M Persistency is lower than 80% | There will be a commission claw back of 20% if 13M Persistency is lower than 70% | Any surrender pay-out from a discontinued policy after the first-year premium will be recovered from the commission pay-out.,year 2 onwards: 1%; -: 0%; -: 0%
1161,PNB,,Century Plan,,5 Pay,-,0.29,0.03,0.015,,,,Till end of PPT | comm. yr-1: 9.5% | reward yr-1: 19.5%,Final BG,comm. yr-2: 1.5%; reward yr-2: 1.5%; total yr-2: 3%; comm. yr-3: 1.5%
1162,PNB,,Century Plan,,6 Pay,-,0.295,0.03,0.015,,,,Till end of PPT | comm. yr-1: 11.5% | reward yr-1: 18%,Final BG,comm. yr-2: 1.5%; reward yr-2: 1.5%; total yr-2: 3%; comm. yr-3: 1.5%
1163,PNB,,Century Plan,,7 Pay,-,0.35,0.03,0.015,,,,Till end of PPT | comm. yr-1: 13% | reward yr-1: 22%,Final BG,comm. yr-2: 1.5%; reward yr-2: 1.5%; total yr-2: 3%; comm. yr-3: 1.5%
1164,PNB,,Century Plan,,8 Pay,-,0.35,0.03,0.015,,,,Till end of PPT | comm. yr-1: 15% | reward yr-1: 20%,Final BG,comm. yr-2: 1.5%; reward yr-2: 1.5%; total yr-2: 3%; comm. yr-3: 1.5%
1165,PNB,,Century Plan,,9 Pay,-,0.355,0.03,0.015,,,,Till end of PPT | comm. yr-1: 17% | reward yr-1: 18.5%,Final BG,comm. yr-2: 1.5%; reward yr-2: 1.5%; total yr-2: 3%; comm. yr-3: 1.5%
1166,PNB,,Century Plan,,10 Pay,-,0.375,0.03,0.015,,,,Till end of PPT | comm. yr-1: 19% | reward yr-1: 18.5%,Final BG,comm. yr-2: 1.5%; reward yr-2: 1.5%; total yr-2: 3%; comm. yr-3: 1.5%
1167,PNB,,Century Plan,,12 Pay,-,0.44,0.03,0.015,,,,Till end of PPT | comm. yr-1: 22% | reward yr-1: 22%,Final BG,comm. yr-2: 1.5%; reward yr-2: 1.5%; total yr-2: 3%; comm. yr-3: 1.5%
1168,PNB,,Century Plan,,15 Pay,-,0.22,0.015,0.015,,,,Till end of PPT | comm. yr-1: 22% | reward yr-1: 0%,Final BG,comm. yr-2: 1.5%; reward yr-2: 0%; total yr-2: 1.5%; comm. yr-3: 1.5%
1169,PNB,,Genius Plan,,5 Pay,-,0.135,0.01575,0.00075,,,,Till end of PPT | comm. yr-1: 9.5% | reward yr-1: 4%,Final BG,comm. yr-2: 0.075%; reward yr-2: 1.5%; total yr-2: 1.57%; comm. yr-3: 0.075%
1170,PNB,,Genius Plan,,7 Pay,-,0.16,0.01575,0.00075,,,,Till end of PPT | comm. yr-1: 13% | reward yr-1: 3%,Final BG,comm. yr-2: 0.075%; reward yr-2: 1.5%; total yr-2: 1.57%; comm. yr-3: 0.075%
1171,PNB,,Genius Plan,,10 Pay,-,0.23,0.01575,0.00075,,,,Till end of PPT | comm. yr-1: 19% | reward yr-1: 4%,Final BG,comm. yr-2: 0.075%; reward yr-2: 1.5%; total yr-2: 1.57%; comm. yr-3: 0.075%
1172,PNB,,Grand Assured Income,,5 Pay,-,0.23,0.01575,0.00075,,,,Till end of PPT | comm. yr-1: 5% | reward yr-1: 18%,Final BG,comm. yr-2: 0.075%; reward yr-2: 1.5%; total yr-2: 1.57%; comm. yr-3: 0.075%
1173,PNB,,Grand Assured Income,,7 Pay,-,0.23,0.01575,0.00075,,,,Till end of PPT | comm. yr-1: 5% | reward yr-1: 18%,Final BG,comm. yr-2: 0.075%; reward yr-2: 1.5%; total yr-2: 1.57%; comm. yr-3: 0.075%
1174,PNB,,Grand Assured Income,,10 Pay,-,0.26,0.01575,0.00075,,,,Till end of PPT | comm. yr-1: 5% | reward yr-1: 21%,Final BG,comm. yr-2: 0.075%; reward yr-2: 1.5%; total yr-2: 1.57%; comm. yr-3: 0.075%
1175,PNB,,Guaranteed Future Plan,,5 Pay,-,0.29,0.01575,0.00075,,,,Till Yr-3 | comm. yr-1: 9.5% | reward yr-1: 19.5%,Final BG,comm. yr-2: 0.075%; reward yr-2: 1.5%; total yr-2: 1.57%; comm. yr-3: 0.075%
1176,PNB,,Guaranteed Future Plan,,7 Pay,-,0.35,0.01575,0.00075,,,,Till Yr-5 | comm. yr-1: 13% | reward yr-1: 22%,Final BG,comm. yr-2: 0.075%; reward yr-2: 1.5%; total yr-2: 1.57%; comm. yr-3: 0.075%
1177,PNB,,Guaranteed Future Plan,,8 Pay,-,0.35,0.01575,0.00075,,,,Till end of PPT | comm. yr-1: 15% | reward yr-1: 20%,Final BG,comm. yr-2: 0.075%; reward yr-2: 1.5%; total yr-2: 1.57%; comm. yr-3: 0.075%
1178,PNB,,Guaranteed Future Plan,,9 Pay,-,0.355,0.01575,0.00075,,,,Till end of PPT | comm. yr-1: 17% | reward yr-1: 18.5%,Final BG,comm. yr-2: 0.075%; reward yr-2: 1.5%; total yr-2: 1.57%; comm. yr-3: 0.075%
1179,PNB,,Guaranteed Future Plan,,10 Pay,-,0.385,0.035,0.02,,,,Till end of PPT | comm. yr-1: 19% | reward yr-1: 19.5%,Final BG,comm. yr-2: 2%; reward yr-2: 1.5%; total yr-2: 3.5%; comm. yr-3: 2%
1180,PNB,,Guaranteed Future Plan,,11 Pay,-,0.385,0.035,0.02,,,,Till end of PPT | comm. yr-1: 19% | reward yr-1: 19.5%,Final BG,comm. yr-2: 2%; reward yr-2: 1.5%; total yr-2: 3.5%; comm. yr-3: 2%
1181,PNB,,Guaranteed Future Plan,,12 Pay & Above,-,0.4,0.035,0.02,,,,Till end of PPT | comm. yr-1: 19% | reward yr-1: 21%,Final BG,comm. yr-2: 2%; reward yr-2: 1.5%; total yr-2: 3.5%; comm. yr-3: 2%
1182,PNB,,Guaranteed Goal Plan,,7 Pay,-,0.165,0.025,0.01,,,,Till end of PPT | comm. yr-1: 13% | reward yr-1: 3.5%,Final BG,comm. yr-2: 1%; reward yr-2: 1.5%; total yr-2: 2.5%; comm. yr-3: 1%
1183,PNB,,Guaranteed Goal Plan,,10 Pay,-,0.23,0.025,0.01,,,,Till end of PPT | comm. yr-1: 19% | reward yr-1: 4%,Final BG,comm. yr-2: 1%; reward yr-2: 1.5%; total yr-2: 2.5%; comm. yr-3: 1%
1184,PNB,,Guaranteed Goal Plan,,12 Pay & Above,-,0.22075,0.025,0.01,,,,Till end of PPT | comm. yr-1: 22% | reward yr-1: 0.075%,Final BG,comm. yr-2: 1%; reward yr-2: 1.5%; total yr-2: 2.5%; comm. yr-3: 1%
1185,PNB,,Super Saver Plan,,5 Pay,-,0.165,0.035,0.02,,,,Till end of PPT | comm. yr-1: 9.5% | reward yr-1: 7%,Final BG,comm. yr-2: 2%; reward yr-2: 1.5%; total yr-2: 3.5%; comm. yr-3: 2%
1186,PNB,,Super Saver Plan,,7 Pay,-,0.255,0.035,0.02,,,,Till end of PPT | comm. yr-1: 13% | reward yr-1: 12.5%,Final BG,comm. yr-2: 2%; reward yr-2: 1.5%; total yr-2: 3.5%; comm. yr-3: 2%
1187,PNB,,Super Saver Plan,,10 Pay,-,0.29,0.035,0.02,,,,Till end of PPT | comm. yr-1: 19% | reward yr-1: 10%,Final BG,comm. yr-2: 2%; reward yr-2: 1.5%; total yr-2: 3.5%; comm. yr-3: 2%
1188,PNB,,Super Saver Plan,,12 Pay & Above,-,0.35,0.035,0.02,,,,Till end of PPT | comm. yr-1: 22% | reward yr-1: 13%,Final BG,comm. yr-2: 2%; reward yr-2: 1.5%; total yr-2: 3.5%; comm. yr-3: 2%
1189,PNB,,Long Income For Tomorrow,,5 Pay,-,0.29,0.01575,0.00075,,,,Till end of PPT | comm. yr-1: 9.5% | reward yr-1: 19.5%,Final BG,comm. yr-2: 0.075%; reward yr-2: 1.5%; total yr-2: 1.57%; comm. yr-3: 0.075%
1190,PNB,,Long Income For Tomorrow,,7 Pay,-,0.35,0.01575,0.00075,,,,Till end of PPT | comm. yr-1: 13% | reward yr-1: 22%,Final BG,comm. yr-2: 0.075%; reward yr-2: 1.5%; total yr-2: 1.57%; comm. yr-3: 0.075%
1191,PNB,,Long Income For Tomorrow,,10 Pay,-,0.42,0.01575,0.00075,,,,Till end of PPT | comm. yr-1: 19% | reward yr-1: 23%,Final BG,comm. yr-2: 0.075%; reward yr-2: 1.5%; total yr-2: 1.57%; comm. yr-3: 0.075%
1192,PNB,,TULIP,,-,-,0.2,0.035,0.005,,,,Till end of PPT | comm. yr-1: 7.5% | reward yr-1: 12.5%,Final BG,comm. yr-2: 0.5%; reward yr-2: 3%; total yr-2: 3.5%; comm. yr-3: 0.5%
1193,PNB,,Goal Ensuring Multiplier,,Single Pay,-,0.03,0.0,0.0,,,,Till end of PPT | comm. yr-1: 0.5% | reward yr-1: 2.5%,Final BG,comm. yr-2: 0%; reward yr-2: 0%; total yr-2: 0%; comm. yr-3: 0%
1194,PNB,,Goal Ensuring Multiplier,,Pay/Regular Pay,-,0.125,0.04,0.02,,,,Till end of PPT | comm. yr-1: 3% | reward yr-1: 9.5%,Final BG,comm. yr-2: 2%; reward yr-2: 2%; total yr-2: 4%; comm. yr-3: 2%
1195,PNB,,Goal Ensuring Multiplier,,Pay/Regular Pay,-,0.115,0.03,0.01,,,,Till end of PPT | comm. yr-1: 2% | reward yr-1: 9.5%,Final BG,comm. yr-2: 1%; reward yr-2: 2%; total yr-2: 3%; comm. yr-3: 1%
1196,PNB,,Smart Platinum Plus,,Single Pay,-,0.035,0.0,0.0,,,,Till end of PPT | comm. yr-1: 1% | reward yr-1: 2.5%,Final BG,comm. yr-2: 0%; reward yr-2: 0%; total yr-2: 0%; comm. yr-3: 0%
1197,PNB,,Smart Platinum Plus,,5-9 Pay,-,0.135,0.02075,0.00075,,,,Till end of PPT | comm. yr-1: 4% | reward yr-1: 9.5%,Final BG,comm. yr-2: 0.075%; reward yr-2: 2%; total yr-2: 2.08%; comm. yr-3: 0.075%
1198,PNB,,Smart Platinum Plus,,>=10 Pay,-,0.135,0.03,0.01,,,,Till end of PPT | comm. yr-1: 4% | reward yr-1: 9.5%,Final BG,comm. yr-2: 1%; reward yr-2: 2%; total yr-2: 3%; comm. yr-3: 1%
1199,PNB,,Smart Platinum Plus,,5-9 Pay,-,0.145,0.02075,0.00075,,,,Till end of PPT | comm. yr-1: 5% | reward yr-1: 9.5%,Final BG,comm. yr-2: 0.075%; reward yr-2: 2%; total yr-2: 2.08%; comm. yr-3: 0.075%
1200,PNB,,Smart Platinum Plus,,>=10 Pay,-,0.145,0.02075,0.00075,,,,Till end of PPT | comm. yr-1: 5% | reward yr-1: 9.5%,Final BG,comm. yr-2: 0.075%; reward yr-2: 2%; total yr-2: 2.08%; comm. yr-3: 0.075%
1201,PNB,,Smart Platinum Plus,,5-9 Pay,-,0.155,0.02075,0.00075,,,,Till end of PPT | comm. yr-1: 6% | reward yr-1: 9.5%,Final BG,comm. yr-2: 0.075%; reward yr-2: 2%; total yr-2: 2.08%; comm. yr-3: 0.075%
1202,PNB,,Smart Platinum Plus,,>=10 Pay,-,0.145,0.03,0.01,,,,Till end of PPT | comm. yr-1: 5% | reward yr-1: 9.5%,Final BG,comm. yr-2: 1%; reward yr-2: 2%; total yr-2: 3%; comm. yr-3: 1%
1203,PNB,,Smart Platinum Plus,,5-9 Pay,-,0.17,0.02075,0.00075,,,,Till end of PPT | comm. yr-1: 7.5% | reward yr-1: 9.5%,Final BG,comm. yr-2: 0.075%; reward yr-2: 2%; total yr-2: 2.08%; comm. yr-3: 0.075%
1204,PNB,,Smart Platinum Plus,,>=10 Pay,-,0.155,0.03,0.01,,,,Till end of PPT | comm. yr-1: 6% | reward yr-1: 9.5%,Final BG,comm. yr-2: 1%; reward yr-2: 2%; total yr-2: 3%; comm. yr-3: 1%
1205,PNB,,PNB MetLife Genius Plan,,5,-,0.095,0.008,0.008,,,,comm. yr-1: 9.5% | reward yr-1: 0%,Final BG,comm. yr-2: 0.8%; reward yr-2: 0%; total yr-2: 0.8%; comm. yr-3: 0.8%
1206,PNB,,PNB MetLife Genius Plan,,7,-,0.13,0.008,0.008,,,,Till end of PPT | comm. yr-1: 13% | reward yr-1: 0%,Final BG,comm. yr-2: 0.8%; reward yr-2: 0%; total yr-2: 0.8%; comm. yr-3: 0.8%
1207,PNB,,PNB MetLife Genius Plan,,10,-,0.19,0.008,0.008,,,,Till end of PPT | comm. yr-1: 19% | reward yr-1: 0%,Final BG,comm. yr-2: 0.8%; reward yr-2: 0%; total yr-2: 0.8%; comm. yr-3: 0.8%
1208,PNB,,PNB MetLife Retirement Savings Plan,,Single Pay,-,0.01,0.0,0.0,,,,comm. yr-1: 1% | reward yr-1: 0%,Final BG,comm. yr-2: 0%; reward yr-2: 0%; total yr-2: 0%; comm. yr-3: 0%
1209,PNB,,PNB MetLife Retirement Savings Plan,,Other PPTs,-,0.05,0.008,0.008,,,,Till end of PPT | comm. yr-1: 5% | reward yr-1: 0%,Final BG,comm. yr-2: 0.8%; reward yr-2: 0%; total yr-2: 0.8%; comm. yr-3: 0.8%
1210,PNB,,PNB MetLife Saral Pension Plan,,PT-1,-,0.01,0.0,0.0,,,,comm. yr-1: 1% | reward yr-1: 0%,Final BG,comm. yr-2: 0%; reward yr-2: 0%; total yr-2: 0%; comm. yr-3: 0%
1211,PNB,,PNB MetLife Immediate Annuity Plan,,PT-1,-,0.01,0.0,0.0,,,,comm. yr-1: 1% | reward yr-1: 0%,Final BG,comm. yr-2: 0%; reward yr-2: 0%; total yr-2: 0%; comm. yr-3: 0%
1212,PNB,,PNB MetLife Grand Assured Income Plan,,Single Pay,-,0.01,0.0,0.0,,,,comm. yr-1: 1% | reward yr-1: 0%,Final BG,comm. yr-2: 0%; reward yr-2: 0%; total yr-2: 0%; comm. yr-3: 0%
1213,PNB,,PNB MetLife Grand Assured Income Plan,,Other PPTs,-,0.05,0.008,0.008,,,,Till end of PPT | comm. yr-1: 5% | reward yr-1: 0%,Final BG,comm. yr-2: 0.8%; reward yr-2: 0%; total yr-2: 0.8%; comm. yr-3: 0.8%
1214,PNB,,PNB MetLife - POS Suraksha,,5,-,0.095,0.02,0.02,,,,Till end of PPT | comm. yr-1: 9.5% | reward yr-1: 0%,Final BG,comm. yr-2: 2%; reward yr-2: 0%; total yr-2: 2%; comm. yr-3: 2%
1215,PNB,,PNB MetLife - POS Suraksha,,10,-,0.19,0.02,0.02,,,,Till end of PPT | comm. yr-1: 19% | reward yr-1: 0%,Final BG,comm. yr-2: 2%; reward yr-2: 0%; total yr-2: 2%; comm. yr-3: 2%
1216,PNB,,PNB MetLife - POS Suraksha,,15,-,0.22,0.02,0.02,,,,Till end of PPT | comm. yr-1: 22% | reward yr-1: 0%,Final BG,comm. yr-2: 2%; reward yr-2: 0%; total yr-2: 2%; comm. yr-3: 2%
1217,PNB,,PNB MetLife Aajeevan Suraksha Plan (W/O ROP),,Single Pay,-,0.05,0.0,0.0,,,,comm. yr-1: 5% | reward yr-1: 0%,Final BG,comm. yr-2: 0%; reward yr-2: 0%; total yr-2: 0%; comm. yr-3: 0%
1218,PNB,,PNB MetLife Aajeevan Suraksha Plan (W/O ROP),,5 to 40,-,0.255,0.03,0.03,,,,Till end of PPT | comm. yr-1: 25.5% | reward yr-1: 0%,Final BG,comm. yr-2: 3%; reward yr-2: 0%; total yr-2: 3%; comm. yr-3: 3%
1219,PNB,,PNB MetLife Aajeevan Suraksha Plan (With ROP),,1,-,0.01,0.0,0.0,,,,comm. yr-1: 1% | reward yr-1: 0%,Final BG,comm. yr-2: 0%; reward yr-2: 0%; total yr-2: 0%; comm. yr-3: 0%
1220,PNB,,PNB MetLife Aajeevan Suraksha Plan (With ROP),,5,-,0.095,0.03,0.03,,,,4.24% in Subsequent Year | comm. yr-1: 9.5% | reward yr-1: 0%,Final BG,comm. yr-2: 3%; reward yr-2: 0%; total yr-2: 3%; comm. yr-3: 3%
1221,PNB,,PNB MetLife Aajeevan Suraksha Plan (With ROP),,6,-,0.115,0.03,0.03,,,,4.24% in Subsequent Year | comm. yr-1: 11.5% | reward yr-1: 0%,Final BG,comm. yr-2: 3%; reward yr-2: 0%; total yr-2: 3%; comm. yr-3: 3%
1222,PNB,,PNB MetLife Aajeevan Suraksha Plan (With ROP),,7,-,0.13,0.03,0.03,,,,4.24% in Subsequent Year | comm. yr-1: 13% | reward yr-1: 0%,Final BG,comm. yr-2: 3%; reward yr-2: 0%; total yr-2: 3%; comm. yr-3: 3%
1223,PNB,,PNB MetLife Aajeevan Suraksha Plan (With ROP),,8,-,0.15,0.03,0.03,,,,4.24% in Subsequent Year | comm. yr-1: 15% | reward yr-1: 0%,Final BG,comm. yr-2: 3%; reward yr-2: 0%; total yr-2: 3%; comm. yr-3: 3%
1224,PNB,,PNB MetLife Aajeevan Suraksha Plan (With ROP),,9,-,0.17,0.03,0.03,,,,4.24% in Subsequent Year | comm. yr-1: 17% | reward yr-1: 0%,Final BG,comm. yr-2: 3%; reward yr-2: 0%; total yr-2: 3%; comm. yr-3: 3%
1225,PNB,,PNB MetLife Aajeevan Suraksha Plan (With ROP),,10,-,0.19,0.03,0.03,,,,4.24% in Subsequent Year | comm. yr-1: 19% | reward yr-1: 0%,Final BG,comm. yr-2: 3%; reward yr-2: 0%; total yr-2: 3%; comm. yr-3: 3%
1226,PNB,,PNB MetLife Aajeevan Suraksha Plan (With ROP),,11,-,0.21,0.03,0.03,,,,4.24% in Subsequent Year | comm. yr-1: 21% | reward yr-1: 0%,Final BG,comm. yr-2: 3%; reward yr-2: 0%; total yr-2: 3%; comm. yr-3: 3%
1227,PNB,,PNB MetLife Aajeevan Suraksha Plan (With ROP),,12 to 30,-,0.22,0.03,0.03,,,,4.24% in Subsequent Year | comm. yr-1: 22% | reward yr-1: 0%,Final BG,comm. yr-2: 3%; reward yr-2: 0%; total yr-2: 3%; comm. yr-3: 3%
1228,PNB,,PNB MetLife GROW,,7,-,0.13,0.02,0.02,,,,4.24% in Subsequent Year | comm. yr-1: 13% | reward yr-1: 0%,Final BG,comm. yr-2: 2%; reward yr-2: 0%; total yr-2: 2%; comm. yr-3: 2%
1229,PNB,,PNB MetLife GROW,,8,-,0.15,0.02,0.02,,,,4.24% in Subsequent Year | comm. yr-1: 15% | reward yr-1: 0%,Final BG,comm. yr-2: 2%; reward yr-2: 0%; total yr-2: 2%; comm. yr-3: 2%
1230,PNB,,PNB MetLife GROW,,9,-,0.17,0.02,0.02,,,,4.24% in Subsequent Year | comm. yr-1: 17% | reward yr-1: 0%,Final BG,comm. yr-2: 2%; reward yr-2: 0%; total yr-2: 2%; comm. yr-3: 2%
1231,PNB,,PNB MetLife GROW,,10,-,0.19,0.02,0.02,,,,4.24% in Subsequent Year | comm. yr-1: 19% | reward yr-1: 0%,Final BG,comm. yr-2: 2%; reward yr-2: 0%; total yr-2: 2%; comm. yr-3: 2%
1232,PNB,,PNB MetLife GROW,,11,-,0.21,0.02,0.02,,,,4.24% in Subsequent Year | comm. yr-1: 21% | reward yr-1: 0%,Final BG,comm. yr-2: 2%; reward yr-2: 0%; total yr-2: 2%; comm. yr-3: 2%
1233,PNB,,PNB MetLife GROW,,12,-,0.22,0.02,0.02,,,,4.24% in Subsequent Year | comm. yr-1: 22% | reward yr-1: 0%,Final BG,comm. yr-2: 2%; reward yr-2: 0%; total yr-2: 2%; comm. yr-3: 2%
